"","investor_name","portofolio_name","portfolio_value_usd","alignment_neutral","alignment_only_brown","alignment_emission_based","alignment_electric","alignment_hybrid","alignment_ice","alignment_grinding","alignment_integrated facility","alignment_coalcap","alignment_gascap","alignment_hydrocap","alignment_nuclearcap","alignment_oilcap","alignment_renewablescap","alignment_ac-electric arc furnace","alignment_bof shop","alignment_dc-electric arc furnace","alignment_open hearth meltshop","alignment_freight","alignment_mix","alignment_other","alignment_passenger","alignment_gas","alignment_oil","alignment_coal","exposure_green","exposure_brown","ratio_green_greenbrown","exposure_electric","exposure_hybrid","exposure_ice","exposure_grinding","exposure_integrated facility","exposure_coalcap","exposure_gascap","exposure_hydrocap","exposure_nuclearcap","exposure_oilcap","exposure_renewablescap","exposure_ac-electric arc furnace","exposure_bof shop","exposure_dc-electric arc furnace","exposure_open hearth meltshop","exposure_freight","exposure_mix","exposure_other","exposure_passenger","exposure_gas","exposure_oil","exposure_coal"
"35","Liberty Mutual Insurance Europe Limited","STER",219658396,0.00581215779258832,0.00581215779258832,0.00991999610889351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00702483694586538,0.018649152531042,NA,0,0.0034851197876976,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0016896516788117,0.0034851197876976,NA
"36","Liberty Mutual Insurance Europe Limited","USDOL",851029359,-0.0839468752100063,-0.0271440288626491,-0.093787357365429,NA,NA,NA,NA,NA,0.144478707044272,0.0219039618653751,-0.08553873522622,-0.221368916636159,-0.126436162266122,-0.423172093277936,NA,NA,NA,NA,NA,NA,NA,NA,0.14112090864983,-0.12256267183309,NA,0.0060639015436719,0.0244577572627373,0.198675359754646,NA,NA,NA,NA,NA,0.00425025467100183,0.0141502181708722,0.00205049301537912,0.00383884439805937,0.000951484049743177,0.00401340852829278,NA,NA,NA,NA,NA,NA,NA,NA,0.0145843098737515,0.0192560185419923,NA
"37","Meta Investor","Meta Portfolio",1182465792201.25,-0.943776823077466,-1.18571635759989,-2.50083637377125,-0.713344258852483,-0.376552708381796,-0.248659589047089,NA,NA,0.0366702747896666,0.0776238830150827,-0.246850099795473,-0.0567848984635631,-0.120598587368158,-0.502843949100723,NA,NA,NA,NA,NA,NA,NA,NA,0.147474423806529,-0.062901629428652,-9.25855473810294,0.00827847960703251,0.0335261347017789,0.198027891033254,1.27219165990971e-06,6.48817726586416e-05,0.000416871186528476,NA,NA,0.0123200790131545,0.0160143939950779,0.00209291072393497,0.00491039748440173,0.00143522002909955,0.00611871101137311,NA,NA,NA,NA,NA,NA,NA,NA,0.0117912789910588,0.0193539644729964,7.03907405885727e-07
"38","Natixis Life","CACEIS_FG_FP",1815765475.32783,-0.198111982790417,-0.0654417010034718,-0.148809324056007,-0.283844585620253,-0.955382952517479,-0.514840434222811,NA,NA,0.0551017437715979,0.0621655591290461,-0.108651707169131,0.194126680397188,-0.210819411296738,-0.373260658363422,NA,NA,NA,NA,NA,NA,NA,NA,0.111146589223905,-0.154972634026491,NA,0.00750037382858856,0.0169856523683743,0.306312415426513,5.57643941386135e-05,5.67624749624755e-06,0.00239859323093662,NA,NA,0.00243296338172278,0.00628452560196708,0.00432662961021975,0.00085931085168406,0.00360267744587833,0.00311230357673395,NA,NA,NA,NA,NA,NA,NA,NA,0.00828687564044224,0.00855141830983657,NA
"39","Natixis Life","Natixis Life",1815765475.32783,-0.198111982790417,-0.0654417010034718,-0.148809324056007,-0.283844585620253,-0.955382952517479,-0.514840434222811,NA,NA,0.0551017437715979,0.0621655591290461,-0.108651707169131,0.194126680397188,-0.210819411296738,-0.373260658363422,NA,NA,NA,NA,NA,NA,NA,NA,0.111146589223905,-0.154972634026491,NA,0.00750037382858856,0.0169856523683743,0.306312415426513,5.57643941386135e-05,5.67624749624755e-06,0.00239859323093662,NA,NA,0.00243296338172278,0.00628452560196708,0.00432662961021975,0.00085931085168406,0.00360267744587833,0.00311230357673395,NA,NA,NA,NA,NA,NA,NA,NA,0.00828687564044224,0.00855141830983657,NA
"40","Platform Sample Portfolios","Country Focus",8422577005.68228,-0.31452117849047,-0.25,-0.515010871722059,NA,NA,NA,NA,NA,0,0,-0.00516649536875498,-1,0,-0.881960575574067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0124255828126121,0,1,NA,NA,NA,NA,NA,0,0,0.0124130505336621,0,0,1.25322789499428e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Platform Sample Portfolios","Mixed Portfolio",8384652132.80398,-0.0157571004794502,-0.0350061205400126,0.0254311152666826,0.783785437702825,-0.319652176792783,-0.20477344973317,NA,NA,0.074835452271641,0.0824460412549633,-0.0789707176564176,-0.279152215370511,-0.21254445931828,-0.313447804747488,NA,NA,NA,NA,NA,NA,NA,NA,0.310608116170714,-0.0164623290554454,NA,0.00246056579388471,0.0533847512818708,0.04406037825064,4.87306835269017e-05,0.000218084997086568,0.00374435437098476,NA,NA,0.000574018116896117,0.00284707623087119,0.00135969020204345,0.000457994651675408,0.000233964294331133,0.000834059911227795,NA,NA,NA,NA,NA,NA,NA,NA,0.156712805064579,0.0488324144996588,NA
"42","Platform Sample Portfolios","Platform Sample Portfolios",1281109169184.1,-0.194384493656428,-0.0305448994733297,-0.147191269196832,-0.782825508315316,-0.377618948461622,-0.249987074905394,NA,NA,0.0352031750160109,0.0779744290045386,-0.257989444062562,-0.0434373656159729,-0.118881732774899,-0.505981233067902,NA,NA,NA,NA,NA,NA,NA,NA,0.14789466483053,-0.0625803918681223,NA,0.008248070529008,0.0337824366851302,0.196240090251243,2.87225188440846e-07,6.20574214245977e-05,0.000355281804547324,NA,NA,0.0124408775058642,0.0161489082016616,0.00207492538107527,0.0049060003705816,0.00143918295836103,0.00611080050131968,NA,NA,NA,NA,NA,NA,NA,NA,0.0118890606575266,0.0195470944163577,NA
"43","Platform Sample Portfolios","US Bond Index",1406543968566,-0.197434611433866,-0.0307273517311915,-0.149332676557373,-0.813171576371609,-0.378255153961093,-0.250746771369435,NA,NA,0.0351849057267128,0.0779661925107695,-0.258932745581811,-0.043020832989885,-0.118792295035465,-0.506329787739669,NA,NA,NA,NA,NA,NA,NA,NA,0.146986242656611,-0.0626689036176483,NA,0.00825816188215579,0.033870362029271,0.196023053157955,1.86411143058538e-10,6.15034859205615e-05,0.000337232558837654,NA,NA,0.0125870304594872,0.0163260921504716,0.00201743550553687,0.0049622542802375,0.0014550913341556,0.00617922270428722,NA,NA,NA,NA,NA,NA,NA,NA,0.0110978088575865,0.0194910076767905,NA
"44","R+V Luxembourg Lebensversicherung S.A.","Portfolio",598577902.867223,-0.0300269510525016,-0.0686395386701336,-0.0800472298522187,0.8620082710868,-0.287374470728044,-0.179993589502068,NA,NA,0.218070693829787,0.0600048094841626,-0.0752041169725931,-0.262967937291836,-0.234008740295753,-0.349249374272746,NA,NA,NA,NA,NA,NA,NA,NA,0.235862847779366,-0.317444854694593,NA,0.0111815506375304,0.0167801138466,0.399888591892535,0.000105297175657923,0.000694128696933906,0.00912409121286149,NA,NA,0.00389247415713073,0.00744006683500157,0.00480972196306525,0.00326678197688652,0.000523739822086341,0.00557240280187332,NA,NA,NA,NA,NA,NA,NA,NA,0.00339291199680337,0.00323980865452142,NA
"45","R+V Luxembourg Lebensversicherung S.A.","R+V Luxembourg Lebensversicherung S.A.",598577902.867223,-0.0300269510525016,-0.0686395386701336,-0.0800472298522187,0.8620082710868,-0.287374470728044,-0.179993589502068,NA,NA,0.218070693829787,0.0600048094841626,-0.0752041169725931,-0.262967937291836,-0.234008740295753,-0.349249374272746,NA,NA,NA,NA,NA,NA,NA,NA,0.235862847779366,-0.317444854694593,NA,0.0111815506375304,0.0167801138466,0.399888591892535,0.000105297175657923,0.000694128696933906,0.00912409121286149,NA,NA,0.00389247415713073,0.00744006683500157,0.00480972196306525,0.00326678197688652,0.000523739822086341,0.00557240280187332,NA,NA,NA,NA,NA,NA,NA,NA,0.00339291199680337,0.00323980865452142,NA
"46","SG LIFE","Portefeuille SG life",199327317.889596,-0.105256577011019,-0.0706301541017435,-0.0826471794862476,0.271487741740458,-0.481668190706277,-0.250429479002705,NA,NA,0.272027460038278,0.00857493965288327,-0.0785970928517862,-0.243228004411811,-0.236527875198418,-0.409260149500672,NA,NA,NA,NA,NA,NA,NA,NA,0.0652925262872891,-0.0570613549970026,-0.123689445182461,0.00808751205217615,0.0297622318618524,0.213674155115713,0.000106844659972179,0.000187271227431854,0.0042040325105984,NA,NA,0.0046562288873043,0.00428753341514276,0.00441471907443605,0.00350910745685488,0.000515618976243028,0.00337866554500049,NA,NA,NA,NA,NA,NA,NA,NA,0.0120643632801195,0.0203863514877066,1.15453355682975e-08
"47","SG LIFE","SG LIFE",199327317.889596,-0.105256577011019,-0.0706301541017435,-0.0826471794862476,0.271487741740458,-0.481668190706277,-0.250429479002705,NA,NA,0.272027460038278,0.00857493965288327,-0.0785970928517862,-0.243228004411811,-0.236527875198418,-0.409260149500672,NA,NA,NA,NA,NA,NA,NA,NA,0.0652925262872891,-0.0570613549970026,-0.123689445182461,0.00808751205217615,0.0297622318618524,0.213674155115713,0.000106844659972179,0.000187271227431854,0.0042040325105984,NA,NA,0.0046562288873043,0.00428753341514276,0.00441471907443605,0.00350910745685488,0.000515618976243028,0.00337866554500049,NA,NA,NA,NA,NA,NA,NA,NA,0.0120643632801195,0.0203863514877066,1.15453355682975e-08
"48","SURASSUR","SURASSUR",135198424.571516,-0.0352894767743216,-0.0452022079023666,-0.0495645814923442,0.747554922092619,-0.327159950313326,-0.209300390202861,NA,NA,0.408971406611398,0.00286453412968764,-0.0703167947511323,-0.257579308656002,-0.217628996802004,-0.421846966229132,NA,NA,NA,NA,NA,NA,NA,NA,0.105039248190902,-0.148781948587687,NA,0.017558231002066,0.0395914743788743,0.307232222546536,0.000326805570623553,0.00118036147643197,0.0217694310941522,NA,NA,0.0110487164878223,0.00636246815770739,0.00982365823241708,0.0316308220605675,0.00209332227308941,0.00622740572259342,NA,NA,NA,NA,NA,NA,NA,NA,0.00420874179296998,0.00468000452381033,NA
"49","SURASSUR","SURASSUR PORTEFEUILLE BCEE",44461002.0761747,-0.0335342663948262,-0.0676473896826779,-0.0436336388024814,0.862008271171826,-0.287374470697737,-0.179993589423205,NA,NA,0.355296739073888,-0.105601245414053,-0.072470049156559,-0.258212368171642,-0.241278563446947,-0.397508953881874,NA,NA,NA,NA,NA,NA,NA,NA,0.105039248190901,-0.148781948587687,NA,0.0214301121541883,0.0771572840694743,0.217371722705511,0.000537436639517788,0.00354283144939596,0.0465693130364828,NA,NA,0.0151726177788686,0.00846530090992597,0.00527560987535253,0.0198013161884359,0.00118424713729108,0.012074234189922,NA,NA,NA,NA,NA,NA,NA,NA,0.0127980754653921,0.0142311061168318,NA
"50","SURASSUR","SURASSUR PORTEFEUILLE NATIXIS",90737422.4953408,-0.250683483938895,-0.103581511247588,-0.229435236713362,-0.283844585620253,-0.955382952517479,-0.514840434222811,NA,NA,0.426683226322229,0.0384685768388188,-0.0697052523606068,-0.257399513879438,-0.210819411296738,-0.429311008713777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0156610235301208,0.0211843663002565,0.425047030367122,0.00022359712438524,2.27599104601592e-05,0.00961758048826286,NA,NA,0.00902802007810714,0.00533208787148052,0.0120521851387922,0.0374272362706799,0.00253876573388646,0.00336248135648327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Swiss Life Luxembourg","Merged Portfolios",1518183034.92046,-0.833619805824258,-1.21760247495451,-2.42794485836312,0.557307929124339,-0.396595969202821,-0.248353532493487,NA,NA,0.252745283947394,0.0134694925072507,-0.0695856291237877,-0.259585343441526,-0.227956726173148,-0.353744201052759,NA,NA,NA,NA,NA,NA,NA,NA,0.0339565376460971,-0.0384809794561039,-9.26661453217255,0.00384525812480726,0.018204943213943,0.174386531249025,0.000108170753452324,0.000134607387696956,0.00292053036681962,NA,NA,0.00230990977002272,0.00186827539770445,0.00150792072732323,0.00293458797674782,0.00107862896466216,0.00154630879752353,NA,NA,NA,NA,NA,NA,NA,NA,0.00611598610913516,0.0118958741124385,0.000548250458811215
"52","Swiss Life Luxembourg","Swiss Life Luxembourg",1518183034.92046,-0.833619805824258,-1.21760247495451,-2.42794485836312,0.557307929124339,-0.396595969202821,-0.248353532493487,NA,NA,0.252745283947394,0.0134694925072507,-0.0695856291237877,-0.259585343441526,-0.227956726173148,-0.353744201052759,NA,NA,NA,NA,NA,NA,NA,NA,0.0339565376460971,-0.0384809794561039,-9.26661453217255,0.00384525812480726,0.018204943213943,0.174386531249025,0.000108170753452324,0.000134607387696956,0.00292053036681962,NA,NA,0.00230990977002272,0.00186827539770445,0.00150792072732323,0.00293458797674782,0.00107862896466216,0.00154630879752353,NA,NA,NA,NA,NA,NA,NA,NA,0.00611598610913516,0.0118958741124385,0.000548250458811215
"53","Swiss Re Europe S.A.","SRE  1",415760194,-0.119392591130169,-0.0456361052968737,-0.183941019565085,NA,NA,NA,NA,NA,-0.0139592828749272,0.0849696443350892,-0.186585720099392,-0.0974379750699803,-0.163702626234802,-0.494738377160715,NA,NA,NA,NA,NA,NA,NA,NA,0.260394637494686,-0.344081029431308,NA,0.00587255184068452,0.0117514509951428,0.333213282781956,NA,NA,NA,NA,NA,0.00375137634488056,0.0114977820565703,0.00140053895552745,0.00562986196347227,0.000964284594286026,0.00447201288515707,NA,NA,NA,NA,NA,NA,NA,NA,0.00898252313540162,0.0070357900559762,NA
"54","Swiss Re Europe S.A.","SRE  3",435924624.744052,-0.134895086232445,-0.101055332915882,-0.0986796763731229,0.222316025621269,-0.567290255323753,-0.354810349124297,NA,NA,0.166410260208221,0.0328985266302284,-0.0813969466483134,-0.258561884876236,-0.266490487334898,-0.350087441794924,NA,NA,NA,NA,NA,NA,NA,NA,0.109326462951671,-0.136159858865863,NA,0.0106344235019557,0.0281879700962944,0.273924982885007,0.000219013553572683,0.000155513742770751,0.0103161401803665,NA,NA,0.00807223995581064,0.0113661611804483,0.00332683579361994,0.00383972751217592,0.000599290308474262,0.00693306041199229,NA,NA,NA,NA,NA,NA,NA,NA,0.00742821018003698,0.00920029965164296,NA
"55","Swiss Re Europe S.A.","SRE  4",868746628.912349,0.0151931415418814,0.0987837249295993,0.116251244109923,NA,NA,NA,NA,NA,0.413450912584095,0.0554209082756963,-0.0699069347991139,-0.2581595679461,-0.210819411296738,-0.401250282443431,NA,NA,NA,NA,NA,NA,NA,NA,0.406483049600276,0.186326458360366,NA,0.0322071487913683,0.0138435556391991,0.699384497796953,NA,NA,NA,NA,NA,0.00880120730847426,0.0105146256641359,0.0155607191533911,0.0387228746676329,0.00359863752217676,0.0166464296379772,NA,NA,NA,NA,NA,NA,NA,NA,0.00478221681299632,0.00144371080854806,NA
"56","Swiss Re Europe S.A.","SRE  8",59691414,0.150778770036554,0.150778770036554,0.138523692136549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189075888474072,0.112481651599037,NA,0,0.0259519054248595,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024958615810238,0.0259519054248595,NA
"57","Swiss Re Europe S.A.","Swiss Re Europe S.A.",1868307155.07668,-0.109378616823783,-0.0551236031828765,-0.0807001985862693,0.222316025621269,-0.567290255323753,-0.354810349124297,NA,NA,0.367120539073657,0.0549991961925862,-0.0724413027509177,-0.256161706295072,-0.212187831728694,-0.399884030328076,NA,NA,NA,NA,NA,NA,NA,NA,0.152407645512988,-0.137232715911305,NA,0.018764169591246,0.0164583558827631,0.532732089443506,5.11015551675252e-05,3.62853986699529e-05,0.00240702366562888,NA,NA,0.00681075393599761,0.0100998677837829,0.00832350304845652,0.0201545399020576,0.00202775050055355,0.010353279588952,NA,NA,NA,NA,NA,NA,NA,NA,0.00675320707655973,0.00521282778058306,NA
"58","Swiss Re International SE","SRI  1",137774217,-0.11434695798837,-0.037203973529881,-0.097713353787851,NA,NA,NA,NA,NA,-0.0400268457981911,-0.000987935625322604,-0.334867579554679,-0.0552657972551476,-0.254572392895797,-0.356684243172994,NA,NA,NA,NA,NA,NA,NA,NA,0.335952217168001,-0.208323086772829,NA,0.0229739571887553,0.0206419660336492,0.526733254541178,NA,NA,NA,NA,NA,0.0164793131573169,0.0342227824159982,0.00129887718298635,0.011064189815473,0.00268393781173813,0.0216750800057689,NA,NA,NA,NA,NA,NA,NA,NA,0.00487414992755447,0.00147871506459425,NA
"59","Swiss Re International SE","SRI  3",31586147,-0.0534367244861496,-0.0312953876377438,-0.0896735807638175,NA,NA,NA,NA,NA,-0.00416013064361694,0.0983186302125848,-0.287973933291804,-0.0313609808229962,-0.161561793444011,0.04825246322907,NA,NA,NA,NA,NA,NA,NA,NA,0.260149597861908,-0.349157648990331,NA,0.0196593617885236,0.0225905609850104,0.465311188706799,NA,NA,NA,NA,NA,0.00114170880818837,0.00572258573976115,0.000600241374198119,0.00224218416068255,0.0010120238305194,0.0190591204143255,NA,NA,NA,NA,NA,NA,NA,NA,0.0242914191351011,0.0204368283463027,NA
"60","Swiss Re International SE","Swiss Re International SE",189729210.457274,-0.130637368265919,-0.0673112355371209,-0.157100891347264,NA,NA,NA,NA,NA,-0.0372949869685481,0.00731311041204485,-0.33079396410809,-0.0538803603518315,-0.246716666231387,-0.310437568796533,NA,NA,NA,NA,NA,NA,NA,NA,0.269150584018348,-0.342439094101351,NA,0.0199557171261375,0.018750299329964,0.515571452535559,NA,NA,NA,NA,NA,0.0121567292860957,0.0258039944061445,0.00104312403276765,0.00840767767505038,0.00211745657402435,0.0189125930933698,NA,NA,NA,NA,NA,NA,NA,NA,0.00758346341072954,0.00447611346984394,NA
"61","The OneLife Company S.A.","OLC Guaranteed Fund EUR",15353396.4590106,0.131546737016961,-0.179993589423205,0.264679207390071,0.862008271171826,-0.287374470697737,-0.179993589423205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0103534071017174,0.118166514015107,0.0805587726147617,0.0013637094913996,0.00898969761031779,0.118166514015107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","The OneLife Company S.A.","Shareholders funds",5738933.01071419,-0.00946889137796821,-0.0326399616765975,-0.0080438878359728,0.862008271171827,-0.287374470697737,-0.179993589423205,NA,NA,0.4480972797755,0.0377097956287604,-0.0694627409599784,-0.258193883067304,-0.210819411296738,-0.427191273532838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030378875583461,0.0984410097918204,0.235824426445968,0.00102456006780514,0.00675399361173469,0.08877894623096,NA,NA,0.00694277313531721,0.00463531925557275,0.0174527091072074,0.065714507487628,0.00271929042554323,0.00514761279671387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","The OneLife Company S.A.","The OneLife Company S.A.",28222245.242541,-0.00946889137796822,-0.0326399616765975,-0.00804388783597284,0.862008271171826,-0.287374470697737,-0.179993589423205,NA,NA,0.4480972797755,0.0377097956287604,-0.0694627409599784,-0.258193883067304,-0.210819411296738,-0.427191273532838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0118099142355301,0.0843024244920521,0.122876150886347,0.000950223975466587,0.00626396329672207,0.0823376645998286,NA,NA,0.00141179801924874,0.000942582224142365,0.00354897094688865,0.013362904087273,0.000552961872974781,0.00104675601645279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","The Shipowners P and I","Agregate",247602829,-0.436667075082183,-0.508910564380145,-0.0708673889422628,NA,NA,NA,NA,NA,-0.0805705542586731,-0.727966646984547,-0.204353681413419,-0.00320294199078668,-2.2954490658881,-0.235519532963179,NA,NA,NA,NA,NA,NA,NA,NA,0.00558770579274342,0.0481381170484885,NA,0.00153602752549024,0.0330349305364111,0.0444311529561863,NA,NA,NA,NA,NA,0.00243875947474572,0.000826954530144717,0.000419051533168095,0.00087399093027056,3.29583717947849e-05,0.00111697599232215,NA,NA,NA,NA,NA,NA,NA,NA,0.0191088126648962,0.0305632126898706,NA
"65","The Shipowners P and I","The Shipowners P and I",247602829,-0.436667075082183,-0.508910564380145,-0.0708673889422628,NA,NA,NA,NA,NA,-0.0805705542586731,-0.727966646984547,-0.204353681413419,-0.00320294199078668,-2.2954490658881,-0.235519532963179,NA,NA,NA,NA,NA,NA,NA,NA,0.00558770579274342,0.0481381170484885,NA,0.00153602752549024,0.0330349305364111,0.0444311529561863,NA,NA,NA,NA,NA,0.00243875947474572,0.000826954530144717,0.000419051533168095,0.00087399093027056,3.29583717947849e-05,0.00111697599232215,NA,NA,NA,NA,NA,NA,NA,NA,0.0191088126648962,0.0305632126898706,NA
"66","TransRe Europe S.A.","Merged Portfolios",224658107.950218,-0.0436613112193801,0.0136856339824557,-0.0856401431967964,NA,NA,NA,NA,NA,-0.00770811059095228,0.0764958860795207,-0.0963894007958529,0.230319744222892,-0.231392225551805,-0.335014892853922,NA,NA,NA,NA,NA,NA,NA,NA,0.19374043425531,-0.179341924520231,NA,0.0146602414117118,0.0187116143501127,0.439299555779643,NA,NA,NA,NA,NA,0.00868143841407318,0.0278518750105196,0.00768079434197577,0.000624464835820352,0.00146589295405208,0.00697944706973605,NA,NA,NA,NA,NA,NA,NA,NA,0.0081791923218263,0.00856428298198743,NA
"67","TransRe Europe S.A.","TransRe Europe S.A.",224658107.950218,-0.0436613112193801,0.0136856339824557,-0.0856401431967964,NA,NA,NA,NA,NA,-0.00770811059095228,0.0764958860795207,-0.0963894007958529,0.230319744222892,-0.231392225551805,-0.335014892853922,NA,NA,NA,NA,NA,NA,NA,NA,0.19374043425531,-0.179341924520231,NA,0.0146602414117118,0.0187116143501127,0.439299555779643,NA,NA,NA,NA,NA,0.00868143841407318,0.0278518750105196,0.00768079434197577,0.000624464835820352,0.00146589295405208,0.00697944706973605,NA,NA,NA,NA,NA,NA,NA,NA,0.0081791923218263,0.00856428298198743,NA
"68","Wealins S.A.","Wealins Direct",203937243.237197,-0.0724605283963586,-0.0609159291614983,-0.0670061494523534,NA,NA,NA,NA,NA,0.137307608779288,0.00217128957476184,-0.0482418354911781,-0.246375183129714,-0.215825061041245,-0.165946816710701,NA,NA,NA,NA,NA,NA,NA,NA,0.101886170418607,-0.144660399570687,NA,0.00260564080358268,0.011792506119675,0.180970566384048,NA,NA,NA,NA,NA,0.00060957075614672,0.00105063995138762,0.00195440319954085,0.00111112308282476,0.00294287122017781,0.000651237604041827,NA,NA,NA,NA,NA,NA,NA,NA,0.00779445970725861,0.0082400641433505,NA
"69","Wealins S.A.","Wealins S.A.",203937243.237197,-0.0724605283963586,-0.0609159291614983,-0.0670061494523534,NA,NA,NA,NA,NA,0.137307608779288,0.00217128957476184,-0.0482418354911781,-0.246375183129714,-0.215825061041245,-0.165946816710701,NA,NA,NA,NA,NA,NA,NA,NA,0.101886170418607,-0.144660399570687,NA,0.00260564080358268,0.011792506119675,0.180970566384048,NA,NA,NA,NA,NA,0.00060957075614672,0.00105063995138762,0.00195440319954085,0.00111112308282476,0.00294287122017781,0.000651237604041827,NA,NA,NA,NA,NA,NA,NA,NA,0.00779445970725861,0.0082400641433505,NA
